4P_Order,Order_date,Shipping_date,Shipping_revenues,Shipping_cost,Carrier Class,TRK,weight,zip,order_total,Ins
49635,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,74344,33.88,29.98
49636,2019-08-21,2019-08-21,11.49,7.58,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN96004866,0.94,90046,72.53,61.04
49637,2019-08-21,2019-08-21,18.81,13.06,UPS/UPS Ground,1Z1A1V710396842602,4.13,80002,77.35,58.54
49638,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95530774,1.06,76133,44.93,32.99
49639,2019-08-21,2019-08-21,16.7,11.6,UPS/UPS Ground,1Z1A1V710399962058,0.69,28590,54.76,38.06
49641,2019-08-21,2019-08-21,16.7,11.59,UPS/UPS Ground,1Z1A1V710393991135,0.88,11510,62.87,46.17
49642,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99507677,1.75,92262,72.09,59
49643,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.19,63109,11.99,8.09
49644,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,90232,13.89,9.99
49645,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,77520,43.96,40.06
49652,2019-08-21,2019-08-21,16.69,11.59,UPS/UPS Ground,1Z1A1V710391211810,0.81,10036,42.66,25.97
49646,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,29403,34.87,30.97
49647,2019-08-21,2019-08-21,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96702925,1.5,32967,142.64,130.93
49805,2019-08-21,2019-08-21,18.22,12.65,UPS/UPS Ground,1Z1A1V710392588216,4.25,78705,130.75,112.53
49649,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.06,83703,25.9,22
49651,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,74401,22.89,18.99
49658,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92663038,1.13,90650,72.09,59
49653,2019-08-21,2019-08-21,12.12,8.42,UPS/UPS Ground,1Z1A1V710395705011,1.69,70130,60.77,48.65
49654,2019-08-21,2019-08-21,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92971928,2.75,10128,59.34,51.74
49655,2019-08-21,2019-08-21,38.2,26.53,UPS/UPS Ground,1Z1A1V710398961800,0.5,96814,68.19,29.99
49656,2019-08-21,2019-08-21,16.69,11.59,UPS/UPS Ground,1Z1A1V710390767008,0.56,97304,42.86,26.17
49659,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,7747,13.89,9.99
49660,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97423627,1.19,92262,99.08,85.99
49661,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,33334,32.9,29
49662,2019-08-21,2019-08-21,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91203867,2.13,73503,61.42,54.05
49663,2019-08-21,2019-08-21,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95191855,1.69,33139,82.76,71.05
49664,2019-08-21,2019-08-21,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93995820,3.63,40245,127.87,115
49665,2019-08-21,2019-08-21,13.8,7.23,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97415118,1,33465,82.79,68.99
49666,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,6460,55.97,52.07
49667,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,73012,13.89,9.99
49668,2019-08-21,2019-08-21,16.69,11.59,UPS/UPS Ground,1Z1A1V710394847254,0.5,2130,46.68,29.99
49669,2019-08-21,2019-08-21,15.62,10.85,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98076028,2.63,55033,66.1,50.48
49671,2019-08-21,2019-08-21,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96535599,1.31,60085,60.86,49.15
49673,2019-08-21,2019-08-21,25.47,12.43,UPS/UPS Ground,1Z1A1V710391039230,11,34209,98.46,72.99
49674,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,92866,53.84,49.94
49675,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.56,60605,47.98,48.98
49676,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,28578,36.97,33.07
49677,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96382209,1.75,19320,39.5,27.56
49678,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,1062,13.89,9.99
49679,2019-08-21,2019-08-21,14.67,10.19,UPS/UPS 3 Day Select,1Z1A1V711290972064,9.44,29633,347.57,332.9
49680,2019-08-21,2019-08-21,21.67,15.05,UPS/UPS 3 Day Select,1Z1A1V711298765989,1.81,20901,83.66,61.99
49681,2019-08-21,2019-08-21,40.55,51.42,UPS/UPS Ground,1Z1A1V710391157746,38.75,24701,422.52,190.99
49682,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,33309,13.89,9.99
49683,2019-08-21,2019-08-21,16.7,11.6,UPS/UPS Ground,1Z1A1V710396719611,1,89081,75.77,59.07
49684,2019-08-21,2019-08-21,15.55,15.66,UPS/UPS 2nd Day Air,1Z1A1V710293295434,1.31,43205,154.54,138.99
49685,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,34997,26.98,23.08
49686,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94438091,2,53703,56.93,44.99
49687,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,84790,28.9,25
49806,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,85281,22.88,18.98
49688,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99778714,1.44,6360,125.88,113.94
49689,2019-08-21,2019-08-21,13.69,9.51,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97746270,5.25,43202,109.31,95.62
49690,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92060475,1.19,11596,97.93,85.99
49691,2019-08-21,2019-08-21,10.97,7.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98609372,1.75,28625,45.34,34.37
49692,2019-08-21,2019-08-21,13.44,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91519606,3,21921,144.46,131.02
49693,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,33040,28.9,25
49694,2019-08-21,2019-08-21,16.69,11.59,UPS/UPS Ground,1Z1A1V710396807703,1,75215,78.78,68.99
49696,2019-08-21,2019-08-21,22.61,15.7,UPS/UPS 2nd Day Air,1Z1A1V710291548469,1.5,94111,101.61,79
49697,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97851487,1.44,92262,73.09,60
49699,2019-08-21,2019-08-21,16.37,11.89,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99845936,6.06,94103,123.3,106.93
49700,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,71801,8.39,4.49
49701,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,43235,28.88,24.98
49704,2019-08-21,2019-08-21,10.84,7.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98339842,1,18517,62.93,52.09
49715,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,48209,11.99,8.09
49705,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,92563,48,44.1
49706,2019-08-21,2019-08-21,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95377815,1.5,33609,136.7,124.99
49707,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,5101,26.88,22.98
49708,2019-08-21,2019-08-21,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99806791,2.19,10022,67.75,54.98
49709,2019-08-21,2019-08-21,25.75,17.88,UPS/UPS 2nd Day Air,1Z1A1V710298135768,0.94,92240,48.73,22.98
49710,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91783553,1.5,18072,101.94,90
49711,2019-08-21,2019-08-21,0,11.59,UPS/UPS Ground,1Z1A1V710390324370,0.31,97222,0,0
49712,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,54302,11.99,8.09
49716,2019-08-21,2019-08-21,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97995699,1.75,60130,64.29,52.58
49717,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,60660,28.9,25
49718,2019-08-21,2019-08-21,15.57,10.81,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96782456,1.31,18431,48.14,32.57
49719,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,53578,11.99,8.09
49720,2019-08-21,2019-08-21,10.97,6.8,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN90758241,0.31,28208,29.05,18.08
49721,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,38122,16.98,13.08
49722,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,44044,45.27,45.97
49723,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,2920,11.89,7.99
49724,2019-08-21,2019-08-21,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94597893,2.25,3303,70.21,57.44
49725,2019-08-21,2019-08-21,16.95,11.77,UPS/UPS Ground,1Z1A1V710398180181,2.25,19123,201.94,184.99
49726,2019-08-21,2019-08-21,12.95,8.99,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90820228,1.13,35611,25.54,12.59
49727,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,33309,11.99,8.09
49728,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,92262,48,44.1
49729,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,75209,8.39,4.49
49730,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,33598,11.99,8.09
49731,2019-08-21,2019-08-21,18.88,13.11,UPS/UPS Ground,1Z1A1V710399393495,3.19,85041,107.44,88.56
49732,2019-08-21,2019-08-21,0,13.16,UPS/UPS Ground,1Z1A1V710399167355,8.81,77006,0,0
49733,2019-08-21,2019-08-21,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98768469,2.44,1860,47.84,35.07
49734,2019-08-21,2019-08-21,16.69,11.59,UPS/UPS Ground,1Z1A1V710398397662,0.88,19425,51.69,35
49735,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,94044,53.89,49.99
49736,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96068102,1.63,75219,88.02,76.08
49737,2019-08-21,2019-08-21,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97428640,1.06,30310,89.74,73
49738,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,46373,48,44.1
49739,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93038346,1.75,94404,62.64,49.55
49741,2019-08-21,2019-08-21,20.39,14.16,UPS/UPS Ground,1Z1A1V710395451198,4.81,98168,184.46,164.07
49742,2019-08-21,2019-08-21,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99607729,1.5,33782,55.17,43.46
49743,2019-08-21,2019-08-21,10.97,6.8,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN91356665,0.81,32205,26.95,15.98
49744,2019-08-21,2019-08-21,0,11.6,UPS/UPS Ground,1Z1A1V710399665683,0.38,60565,0,0
49745,2019-08-21,2019-08-21,15.91,11.05,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95712809,2.25,43080,47.58,31.67
49746,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,32217,25.89,21.99
49747,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,6360,68.89,64.99
49749,2019-08-21,2019-08-21,16.69,11.59,UPS/UPS Ground,1Z1A1V710398312412,0.5,10502,63.82,53.27
49752,2019-08-21,2019-08-21,10.31,7.16,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91415683,2.06,30311,66.81,51.55
49753,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,11214,12.89,8.99
49754,2019-08-21,2019-08-21,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93135651,2.75,63110,148.87,136.59
49755,2019-08-21,2019-08-21,12.28,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96610435,1.44,63110,72.83,60.55
49756,2019-08-21,2019-08-21,17.28,12,UPS/UPS Ground,1Z1A1V710398337557,1.31,98004,120.38,103.1
49758,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94957995,1.69,12903,106.02,94.08
49759,2019-08-21,2019-08-21,10.31,7.16,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW94558041,2.94,35242,88.56,78.25
49760,2019-08-21,2019-08-21,13.67,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95733206,1.81,85013,32.27,21.57
49761,2019-08-21,2019-08-21,12.12,8.42,UPS/UPS Ground,1Z1A1V710397183331,0.94,27704,81.1,68.98
49762,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92637941,1.31,94523,66.35,53.26
49763,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,77580,27.99,24.09
49764,2019-08-21,2019-08-21,16.7,11.6,UPS/UPS Ground,1Z1A1V710395024873,0.63,23219,56.69,39.99
49765,2019-08-21,2019-08-21,10.86,7.54,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97440073,4.44,37404,96.34,85.48
49766,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,42301,48,44.1
49767,2019-08-21,2019-08-21,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92732310,2.25,64114,43.34,30.57
49768,2019-08-21,2019-08-21,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99817501,2.44,34207,41.94,29.66
49769,2019-08-21,2019-08-21,15.29,10.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99492255,3.25,98155,149.94,134.65
49770,2019-08-21,2019-08-21,37.4,25.97,UPS/UPS Next Day Air,1Z1A1V710198589128,0.81,17050,91.48,54.08
49776,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,35215,11.99,8.09
49771,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95717644,1.63,18042,40.4,28.46
49772,2019-08-21,2019-08-21,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92807338,2.31,64118,48.44,35.67
49773,2019-08-21,2019-08-21,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90300727,2.5,97227,53.96,39.65
49774,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,75219,48,44.1
49777,2019-08-21,2019-08-21,15.34,10.65,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99516916,1.44,17224,70.34,55
49778,2019-08-21,2019-08-21,11.42,7.93,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90140767,2.63,32533,74.11,71.54
49779,2019-08-21,2019-08-21,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96023178,1.31,89146,35.45,22.58
49780,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99997282,1.13,75089,35.4,23.46
49781,2019-08-21,2019-08-21,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99732405,2.44,7601,114.89,102.12
49782,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,84119,32.89,28.99
49783,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.25,63137,17.88,13.98
49785,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,92706,48,44.1
49786,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97957891,1.44,98408,41.68,28.59
49787,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,11210,40.08,36.18
49788,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,76209,16.48,12.58
49789,2019-08-21,2019-08-21,21.67,15.05,UPS/UPS 3 Day Select,1Z1A1V711295806663,0.69,10019,46.33,24.66
49796,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,14613,48,44.1
49790,2019-08-21,2019-08-21,43.76,27.91,UPS/UPS Next Day Air,1Z1A1V710197883409,2,60610,158.8,115.04
49793,2019-08-21,2019-08-21,0,11.59,UPS/UPS Ground,1Z1A1V710392079730,0.25,29401,0,0
49794,2019-08-21,2019-08-21,25.03,17.38,UPS/UPS Ground,1Z1A1V710399242228,5.25,59711,169.09,144.06
49795,2019-08-21,2019-08-21,21.41,14.16,UPS/UPS Ground,1Z1A1V710394357793,21.94,44107,2133.72,112.31
49798,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99612473,1.19,10065,129.92,117.98
49799,2019-08-21,2019-08-21,16.69,11.59,UPS/UPS Ground,1Z1A1V710395559466,1.81,21117,146.66,129.97
49807,2019-08-21,2019-08-21,22.58,15.68,UPS/UPS Ground,1Z1A1V710390559484,2.25,50171,146.65,124.07
49800,2019-08-21,2019-08-21,10.09,7.01,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99968429,1.75,30033,138.33,117.99
49801,2019-08-21,2019-08-21,18.43,12.8,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW93855409,6.06,1330,341.07,322.64
49802,2019-08-21,2019-08-21,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90420268,3,94520,84.36,70.05
49803,2019-08-21,2019-08-21,12.41,8.62,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90927506,1.75,80228,64.99,52.58
49808,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91503533,1.63,2888,43.52,31.58
49809,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,8108,48,44.1
49810,2019-08-21,2019-08-21,66.07,19.21,UPS/UPS Ground,1Z1A1V710396035323,13.44,94110,245.59,179.52
49811,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,6032,48,44.1
49812,2019-08-21,2019-08-21,0,11.6,UPS/UPS Ground,1Z1A1V710394127586,0.44,30066,1.34,0
49813,2019-08-21,2019-08-21,20.39,14.16,UPS/UPS Ground,1Z1A1V710391431636,4.94,91423,222.33,201.94
49814,2019-08-21,2019-08-21,17.68,11.89,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99633450,6.5,98037,163.24,145.56
49815,2019-08-21,2019-08-21,12.87,8.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW90951453,1.44,84104,74.04,61.17
49816,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92524367,1.25,94306,30.16,17.07
49817,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,76012,25.89,21.99
49818,2019-08-21,2019-08-21,22.31,15.49,UPS/UPS Ground,1Z1A1V710395200511,1.13,19975,34.9,12.59
49819,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95916545,1.63,90042,128.07,114.98
49820,2019-08-21,2019-08-21,43.72,55.95,UPS/UPS Ground,1Z1A1V710394631709,42,72201,434.64,195.46
49821,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92837841,1.5,75048,103.02,91.08
49822,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98017565,1.38,67212,42.51,30.57
49823,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95587302,1.31,68123,61.94,50
49824,2019-08-21,2019-08-21,22.55,15.66,UPS/UPS 2nd Day Air,1Z1A1V710291711380,3.31,40517,115.68,93.13
49825,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,30324,51.84,44.1
49826,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.5,78664,11.99,8.09
49828,2019-08-21,2019-08-21,10.41,6.87,UPS/UPS SurePost Less than 1 lb,1Z1A1V71YN94415907,0.56,33308,41.57,31.16
49829,2019-08-21,2019-08-21,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97363068,1.13,32812,24.3,12.59
49830,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,19143,13.89,9.99
49832,2019-08-21,2019-08-21,16.7,11.6,UPS/UPS Ground,1Z1A1V710396718836,0.25,30012,28.83,9.99
49833,2019-08-21,2019-08-21,41.05,28.51,UPS/UPS Next Day Air,1Z1A1V710196684635,0.44,8033,85.15,44.1
49886,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,27455,16.89,12.99
49834,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,32810,23.88,19.98
49836,2019-08-21,2019-08-21,10.31,7.16,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91492564,2.75,30252,112.17,93.55
49838,2019-08-21,2019-08-21,12.77,8.87,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW92598145,3,18519,99.11,86.34
49839,2019-08-21,2019-08-21,21.1,14.65,UPS/UPS Ground,1Z1A1V710398322045,0.75,49010,93.09,71.99
49840,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.38,10009,11.99,8.09
49841,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98196014,1.25,2171,28.92,16.98
49842,2019-08-21,2019-08-21,12.12,8.42,UPS/UPS Ground,1Z1A1V710396038679,1.13,91403,72.3,60.18
49843,2019-08-21,2019-08-21,11.94,8.29,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95888586,1.19,55404,53.92,41.98
49887,2019-08-21,2019-08-21,16.69,11.59,UPS/UPS Ground,1Z1A1V710399823145,1.63,33165,118.74,102.05
49844,2019-08-21,2019-08-21,11.49,7.98,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98254620,1,90046,97.57,86.08
49845,2019-08-21,2019-08-21,12.12,8.42,UPS/UPS Ground,1Z1A1V710395208568,1.63,97252,87.07,74.95
49846,2019-08-21,2019-08-21,14.31,9.94,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW95413963,3,98188,88.3,73.99
49847,2019-08-21,2019-08-21,12.28,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW91758296,2,16335,132.23,119.95
49848,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97267752,2,93722,58.08,44.99
49850,2019-08-21,2019-08-21,12.31,8.55,UPS/UPS Ground,1Z1A1V710396642855,4.44,11361,92.29,89.98
49851,2019-08-21,2019-08-21,12.28,8.53,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW96610613,2.13,46231,73.14,70.96
49853,2019-08-21,2019-08-21,13.09,9.09,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98448993,2,90039,58.84,45.75
49854,2019-08-21,2019-08-21,21.1,14.65,UPS/UPS Ground,1Z1A1V710396755573,1.19,31558,84.42,57.07
49855,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.44,33308,8.39,4.49
49856,2019-08-21,2019-08-21,13.33,9.26,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW99557908,4.06,27609,89.83,76.5
49857,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.63,96822,47.99,48.99
49858,2019-08-21,2019-08-21,17.12,11.37,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW98957951,5.94,91709,96.02,78.9
49859,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.13,29650,11.99,8.09
49860,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.75,77445,31.88,27.98
49865,2019-08-21,2019-08-21,11.71,8.13,UPS/UPS SurePost 1 lb or Greater,1Z1A1V71YW97777531,1.31,22207,62.85,51.14
49861,2019-08-21,2019-08-21,3.9,0,UPS/UPS Expedited Mail Innovations,92749000000000000000000000,0.31,32796,26.98,23.08
